name,base_total,generation,img,type1,type2,is_starter,is_legendary,is_pseudo_legendary,is_fossil,against_normal,against_fighting,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark,against_fairy
pidgeotto,349,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeotto.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
pidgeot,479,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
scatterbug,200,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/scatterbug.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
spewpa,213,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/spewpa.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
vivillon,411,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/vivillon.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
caterpie,195,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/caterpie.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
metapod,205,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/metapod.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
butterfree,395,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/butterfree.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
weedle,195,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/weedle.png,bug,poison,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
kakuna,205,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/kakuna.png,bug,poison,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
beedrill,395,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/beedrill.png,bug,poison,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
pansage,316,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/pansage.png,grass,,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
simisage,498,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/simisage.png,grass,,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
pansear,316,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/pansear.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
simisear,498,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/simisear.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
panpour,316,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/panpour.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
simipour,498,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/simipour.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
pichu,205,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/pichu.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
pikachu,320,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
raichu,485,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
bidoof,250,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/bidoof.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bibarel,410,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/bibarel.png,normal,water,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
dunsparce,415,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/dunsparce.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
azurill,190,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/azurill.png,normal,fairy,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
marill,250,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/marill.png,water,fairy,0,0,0,0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0
azumarill,420,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/azumarill.png,water,fairy,0,0,0,0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0
burmy,224,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-plant.png,bug,,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
wormadam,424,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-plant.png,bug,grass,0,0,0,0,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
mothim,424,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/mothim.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
surskit,269,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/surskit.png,bug,water,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0
masquerain,454,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/masquerain.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
magikarp,200,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/magikarp.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
gyarados,540,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados.png,water,flying,0,0,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
corphish,308,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/corphish.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
crawdaunt,468,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/crawdaunt.png,water,dark,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
goldeen,320,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/goldeen.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
seaking,450,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/seaking.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
carvanha,305,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/carvanha.png,water,dark,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
sharpedo,460,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/sharpedo.png,water,dark,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
litleo,369,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/litleo.png,fire,normal,0,0,0,0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
pyroar,507,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/pyroar.png,fire,normal,0,0,0,0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
psyduck,320,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/psyduck.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
golduck,500,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/golduck.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
farfetch'd,377,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/farfetchd.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
riolu,285,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/riolu.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
lucario,525,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/lucario.png,fighting,steel,0,0,0,0,0.5,2.0,1.0,0.0,2.0,0.25,0.25,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0
ralts,198,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/ralts.png,psychic,fairy,0,0,0,0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
kirlia,278,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/kirlia.png,psychic,fairy,0,0,0,0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
gardevoir,518,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir.png,psychic,fairy,0,0,0,0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
gallade,518,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/gallade.png,psychic,fighting,0,0,0,0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
flabébé,303,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/flabebe.png,fairy,,0,0,0,0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
floette,371,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/floette.png,fairy,,0,0,0,0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
florges,552,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/florges.png,fairy,,0,0,0,0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
budew,280,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/budew.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
roselia,400,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/roselia.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
roserade,515,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/roserade.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
ledyba,265,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledyba.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
ledian,390,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledian.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
combee,244,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/combee.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
vespiquen,474,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/vespiquen.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
skitty,260,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/skitty.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
delcatty,400,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/delcatty.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bulbasaur,318,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/bulbasaur.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
ivysaur,405,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/ivysaur.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
venusaur,525,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/venusaur.png,grass,poison,1,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
charmander,309,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/charmander.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
charmeleon,405,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/charmeleon.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
charizard,534,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/charizard.png,fire,flying,1,0,0,0,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
squirtle,314,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/squirtle.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
wartortle,405,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/wartortle.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
blastoise,530,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/blastoise.png,water,,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
skiddo,350,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/skiddo.png,grass,,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
gogoat,531,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/gogoat.png,grass,,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
pancham,348,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/pancham.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
pangoro,495,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/pangoro.png,fighting,dark,0,0,0,0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0
furfrou,472,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/furfrou.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
doduo,310,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/doduo.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
dodrio,470,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/dodrio.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
plusle,405,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/plusle.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
minun,405,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/minun.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
gulpin,302,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/gulpin.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
swalot,467,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/swalot.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
scraggy,348,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/scraggy.png,dark,fighting,0,0,0,0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0
scrafty,488,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/scrafty.png,dark,fighting,0,0,0,0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0
abra,310,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/abra.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
kadabra,400,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/kadabra.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
alakazam,500,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
oddish,320,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/oddish.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
gloom,395,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/gloom.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
vileplume,490,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/vileplume.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
