name,base_total,generation,img,type1,type2,is_starter,is_legendary,is_pseudo_legendary,is_fossil,against_normal,against_fighting,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark,against_fairy
pidgeotto,349,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeotto.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
pidgeot,479,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
rattata,253,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/rattata.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
raticate,413,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/raticate.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spearow,262,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/spearow.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
fearow,442,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/fearow.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
ekans,288,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/ekans.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
arbok,448,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/arbok.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
pikachu,320,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
raichu,485,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
sandshrew,300,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew.png,ground,,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
sandslash,450,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash.png,ground,,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
nidoran♀,275,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-f.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
nidorina,365,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorina.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
nidoqueen,505,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoqueen.png,poison,ground,0,0,0,0,1.0,0.5,1.0,0.25,2.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5
nidoran♂,273,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-m.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
nidorino,365,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorino.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
nidoking,505,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoking.png,poison,ground,0,0,0,0,1.0,0.5,1.0,0.25,2.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5
clefairy,323,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/clefairy.png,fairy,,0,0,0,0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
clefable,483,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/clefable.png,fairy,,0,0,0,0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
vulpix,299,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
ninetales,505,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
jigglypuff,270,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/jigglypuff.png,normal,fairy,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
wigglytuff,435,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/wigglytuff.png,normal,fairy,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
zubat,245,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/zubat.png,poison,flying,0,0,0,0,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5
golbat,455,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/golbat.png,poison,flying,0,0,0,0,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5
oddish,320,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/oddish.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
gloom,395,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/gloom.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
vileplume,490,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/vileplume.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
paras,285,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/paras.png,bug,grass,0,0,0,0,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
parasect,405,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/parasect.png,bug,grass,0,0,0,0,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
venonat,305,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/venonat.png,bug,poison,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
venomoth,450,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/venomoth.png,bug,poison,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
diglett,265,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett.png,ground,,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
dugtrio,425,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio.png,ground,,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
meowth,290,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
persian,440,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/persian.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
psyduck,320,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/psyduck.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
golduck,500,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/golduck.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
mankey,305,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/mankey.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
primeape,455,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/primeape.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
growlithe,350,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
arcanine,555,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
poliwag,300,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwag.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
poliwhirl,385,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwhirl.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
poliwrath,510,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwrath.png,water,fighting,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0
abra,310,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/abra.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
kadabra,400,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/kadabra.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
alakazam,500,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
machop,305,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/machop.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
machoke,405,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/machoke.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
machamp,505,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/machamp.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
bellsprout,300,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellsprout.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
weepinbell,390,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/weepinbell.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
victreebel,490,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/victreebel.png,grass,poison,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
tentacool,335,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacool.png,water,poison,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5
tentacruel,515,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacruel.png,water,poison,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5
geodude,300,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude.png,rock,ground,0,0,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
graveler,390,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler.png,rock,ground,0,0,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
golem,495,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/golem.png,rock,ground,0,0,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
ponyta,410,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/ponyta.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
rapidash,500,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/rapidash.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
slowpoke,315,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowpoke.png,water,psychic,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0
slowbro,490,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro.png,water,psychic,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0
magnemite,325,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/magnemite.png,electric,steel,0,0,0,0,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5
magneton,465,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/magneton.png,electric,steel,0,0,0,0,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5
farfetch'd,377,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/farfetchd.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
doduo,310,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/doduo.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
dodrio,470,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/dodrio.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
seel,325,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/seel.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
dewgong,475,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/dewgong.png,water,ice,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
grimer,325,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/grimer.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
muk,500,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/muk.png,poison,,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
shellder,305,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/shellder.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
cloyster,525,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/cloyster.png,water,ice,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
gastly,310,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/gastly.png,ghost,poison,0,0,0,0,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5
haunter,405,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/haunter.png,ghost,poison,0,0,0,0,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5
gengar,500,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/gengar.png,ghost,poison,0,0,0,0,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5
onix,385,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/onix.png,rock,ground,0,0,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
drowzee,328,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/drowzee.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
hypno,483,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/hypno.png,psychic,,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
krabby,325,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/krabby.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
kingler,475,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingler.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
voltorb,330,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
electrode,490,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode.png,electric,,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
exeggcute,325,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggcute.png,grass,psychic,0,0,0,0,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0
exeggutor,530,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggutor.png,grass,psychic,0,0,0,0,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0
cubone,320,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/cubone.png,ground,,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
marowak,425,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/marowak.png,ground,,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
hitmonlee,455,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmonlee.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
hitmonchan,455,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmonchan.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
